UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,,,,
1.18.11.28,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.29,0,0,17/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.30,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.31,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.32,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.33,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.34,10+,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.35,2,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.36,4,3,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.37,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.38,6,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.39,1,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.40,1,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.41,0,6,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.42,2,10,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.43,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.44,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.45,5,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.46,5,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.47,1,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.48,0,10,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.49,5,3,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.50,1,0,18/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.51,0,2,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.52,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.53,1,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.54,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.55,0,5,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.56,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.57,2,10+,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.58,7,10+,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.59,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.60,0,2,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.61,0,0,19/05/2005,1,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.62,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.63,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.64,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.65,0,0,19/05/2005,1,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.66,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.67,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.68,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.69,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.70,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.71,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.72,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.73,0,0,19/05/2005,1,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.6.280,0,0,16/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.74,0,0,17/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.75,0,3,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.76,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.77,3,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.78,0,10+,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.79,1,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.80,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.81,0,10+,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.82,0,6,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.83,0,0,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.84,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.85,3,1,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.86,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.87,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.88,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.89,0,2,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.90,0,0,17/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.91,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.92,12+,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.93,0,7,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.94,2,7,13/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.95,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.14.4,0,0,17/06/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.96,0,0,19/05/2005,1,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.97,0,0,19/05/2005,1,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.98,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.99,5,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.1,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.2,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.3,0,0,25/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.4,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.5,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.6,0,0,25/05/2005,1,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.7,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.8,0,0,25/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.9,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.10,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.11,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.9A.41,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.12.73,1,2,11/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.12,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.13,0,0,25/05/2005,1,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.100,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.101,0,0,19/05/2005,1,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.102,0,0,17/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.103,4,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.104,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.105,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.106,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.107,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.108,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.109,0,0,19/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.110,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.111,1,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.112,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.113,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.114,0,0,19/05/2005,1,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.116,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.117,0,0,12/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.14,0,0,25/05/2005,1,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.15,0,0,25/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.16,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.17,0,0,20/05/2005,1,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.12.54,0,0,10/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.1,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.2,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.3,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.4,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.5,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.6,0,0,11/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.7,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.1,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.8,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.9,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.10,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.11,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.2,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.12,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.13,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.14,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.15,0,0,25/11/2005,2,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.16,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.17,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.18,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.19,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.20,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.21,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.22,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.3,0,0,16/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.4,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.5,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.6,0,0,16/11/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.7,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.8,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.9,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.10,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.23,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.24,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.25,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.26,0,0,25/11/2005,2,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.27,0,0,14/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.11,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.12,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.13,0,0,16/11/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.14,0,0,16/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.15,0,0,16/11/2005,2,0,0,1,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.16,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11A.17,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.28,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.29,0,0,11/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.30,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.31,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.32,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.33,0,0,11/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.34,0,7,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.35,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.36,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.37,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.38,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.39,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.40,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.41,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.42,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.43,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.44,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.45,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.46,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.47,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.48,0,1,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.49,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.50,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.51,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.52,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.53,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.54,0,0,22/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.55,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.56,0,0,25/11/2005,2,0,0,0,1,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.57,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.58,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.59,0,0,23/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.60,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.61,0,0,21/11/2005,2,0,1,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.62,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.63,0,0,21/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.64,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.65,0,0,14/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.66,0,0,14/01/2006,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.67,0,0,18/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.68,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.69,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.70,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.71,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.72,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.73,0,0,25/11/2005,2,0,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.74,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.75,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.76,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.77,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.78,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.79,0,0,16/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
1.18.11.80,0,0,15/11/2005,2,1,0,0,0,0,0,,nobre dela manzana esta con letras ,,,
