UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,
1.24.3A.15,0,0,02/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.2.87,0,0,08/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.13A.20,0,0,15/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.13A.21,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.22,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.23,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.24,0,0,15/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.13A.25,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.26,0,0,15/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.13A.27,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.28,0,0,25/08/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.13A.29,0,0,25/08/2004,1,0,0,0,0,0,0,,con letras la manzana
1.24.13A.30,10+,0,15/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.1,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.2,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.3,0,0,24/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.12.4,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.5,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.6,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.7,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.8,0,0,24/09/2004,1,0,0,1,0,0,0,,con letras la manzana
1.24.12.9,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.10,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.11,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.12,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.13,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.14,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.13A,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.13B,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.12.13C,0,0,24/09/2004,1,0,1,0,0,0,0,,con letras la manzana
1.24.12.13D,0,0,24/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.14.15,0,0,27/09/2004,1,1,0,0,0,0,0,,
1.24.14.18,0,0,09/11/2004,1,0,0,0,1,0,0,,
1.24.14.22,0,0,24/09/2004,1,1,0,0,0,0,0,,
1.24.9.1,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.2,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.3,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.4,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.5,0,0,12/11/2004,1,0,0,1,0,0,0,,con letras la manzana
1.24.9.6,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.7,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.8,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.9,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.10,0,0,28/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.11,5+,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.12,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.13,1,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.14,0,1,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.15,0,1,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.16,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.17,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.18,1,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.19,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.20,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.21,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.22,0,0,28/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.23,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.24,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.25,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.26,0,0,28/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.27,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.28,0,0,12/11/2004,1,0,1,0,0,0,0,,con letras la manzana
1.24.14.53,2,0,27/09/2004,1,1,0,0,0,0,0,,
1.24.14.62,0,0,27/09/2004,1,1,0,0,0,0,0,,
1.24.8.36,0,0,01/10/2004,1,1,0,0,0,0,0,,
1.24.1.262,0,0,0000-00-00,1,0,0,1,0,0,0,,
1.24.1.296,0,0,05/11/2004,1,1,0,0,0,0,0,,
1.24.9.29,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.30,0,0,28/09/2004,1,0,1,0,0,0,0,,con letras la manzana
1.24.9.31,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.32,0,0,28/09/2004,1,0,0,0,1,0,0,,con letras la manzana
1.24.9.10A,0,0,28/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.20A,0,0,27/09/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.9.2A,0,0,12/11/2004,1,1,0,0,0,0,0,,con letras la manzana
1.24.3.52,0,0,14/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3.53,0,0,14/03/2005,2,0,0,0,0,0,0,,con letras la manzana
1.24.4.18,0,0,14/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.5.220,0,0,16/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.1,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.2,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.3,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.4,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.5,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.6,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.7,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.8,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.9,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.10,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.11,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.12,0,0,21/03/2005,2,0,0,0,0,0,0,,con letras la manzana
1.24.13A.13,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.14,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.15,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.16,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.17,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.18,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.19,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.20,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.21,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.22,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.23,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.24,0,0,21/03/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.13A.25,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.26,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.27,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.28,0,0,21/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.13A.29,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.13A.30,0,0,21/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.14.15,0,0,23/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.14.18,0,0,31/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.14.22,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.1,0,0,23/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.2,0,0,23/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.3A.3,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.4,0,0,22/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.3A.5,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.6,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.7,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.8,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.9,0,0,22/03/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.3A.10,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.11,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.12,0,0,22/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.3A.13,0,0,23/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.3A.14,0,0,23/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.3A.15,0,0,22/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.2.87,0,0,01/04/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.1,0,0,29/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.2,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.3,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.4,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.5,0,0,28/03/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.9.6,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.7,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.8,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.9,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.10,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.11,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.12,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.13,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.14,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.15,0,0,29/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.16,0,0,29/03/2005,2,0,1,0,0,0,0,,con letras la manzana
1.24.9.17,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.18,0,0,29/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.19,0,0,29/03/2005,2,0,0,0,0,0,0,,con letras la manzana
1.24.9.20,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.21,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.22,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.23,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.24,0,0,29/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.25,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.26,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.14.53,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.14.62,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.27,0,0,28/03/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.9.28,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.29,0,0,29/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.30,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.31,0,0,28/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.9.32,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.9.10A,0,0,28/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.12.1,0,0,31/03/2005,2,0,1,0,0,0,0,,con letras la manzana
1.24.12.2,0,0,31/03/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.12.3,0,0,31/03/2005,2,0,0,0,1,0,0,,con letras la manzana
1.24.12.4,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.5,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.6,0,0,01/04/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.7,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.8,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.9,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.10,0,0,01/04/2005,2,0,0,1,0,0,0,,con letras la manzana
1.24.12.11,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.12,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.13,0,0,01/04/2005,2,0,1,0,0,0,0,,con letras la manzana
1.24.12.14,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.13A,0,0,01/04/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.13B,0,0,01/04/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.13C,0,0,01/04/2005,2,0,1,0,0,0,0,,con letras la manzana
1.24.12.13D,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.12.6A,0,0,31/03/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.8.36,0,0,01/04/2005,2,1,0,0,0,0,0,,con letras la manzana
1.24.1.262,0,0,25/04/2005,2,0,0,1,0,0,0,,
1.24.1.296,0,0,12/04/2005,2,1,0,0,0,0,0,,
1.24.9.18A,0,0,28/03/2005,2,0,0,0,1,0,0,,
1.24.9.20A,0,0,28/03/2005,2,1,0,0,0,0,0,,
1.24.9.2A,0,0,28/03/2005,2,0,0,1,0,0,0,,
