"UNICODE","P","D","L","V","LATITUDE","LONGITUDE"
"1.18.18.56A",1,18,"18","56A",-16.4158132789443,-71.5956735309258
"1.18.20.16A",1,18,"20","16A",-16.4124892436203,-71.5939331610993
"1.18.20.19A",1,18,"20","19A",-16.4127814189518,-71.5938959791246
"1.18.21.1A",1,18,"21","1A",-16.4123797679932,-71.5943035211663
"1.18.22.175A",1,18,"22","175A",-16.4137297244437,-71.579472854046
"1.18.22.179B",1,18,"22","179B",-16.4142338130775,-71.5796145148748
"1.18.22.179A",1,18,"22","179A",-16.4142338130775,-71.5796145148748
"1.18.22.180A",1,18,"22","180A",-16.4143433691608,-71.5799789253403
"1.18.22.22A",1,18,"22","22A",-16.4166331637467,-71.5826324714647
"1.18.22.248A",1,18,"22","248A",-16.4147979520532,-71.5798993017188
"1.18.22.271A",1,18,"22","271A",-16.4134471386318,-71.5792946634878
"1.18.22.275A",1,18,"22","275A",-16.4130503908298,-71.5790085306837
"1.18.22.306A",1,18,"22","306A",-16.4144686652129,-71.5784971352773
"1.18.22.572A",1,18,"22","572A",-16.4169844315297,-71.5824726844296
"1.18.22.614A",1,18,"22","614A",-16.4180274008221,-71.5829366744288
"1.18.22.614B",1,18,"22","614B",-16.4180274008221,-71.5829366744288
"1.18.22.620A",1,18,"22","620A",-16.4173439873504,-71.5832162106063
"1.18.3.12A",1,18,"3","12A",-16.4441137977977,-71.5770648786859
"1.18.3.22A",1,18,"3","22A",-16.4429566473964,-71.5769266904848
"1.18.3.28A",1,18,"3","28A",-16.4424835699162,-71.5771488944787
"1.18.3.51A",1,18,"3","51A",-16.4319334105584,-71.5714148321272
"1.18.3.73A",1,18,"3","73A",-16.4286651293476,-71.5700255470965
"1.18.4.137A",1,18,"4","137A",-16.44007536097,-71.5795215084092
"1.18.4.86A",1,18,"4","86A",-16.4415232626054,-71.5780067820637
"1.18.5.12D",1,18,"5","12D",-16.4398725263166,-71.5792213967653
"1.18.5.17A",1,18,"5","17A",-16.4396497945917,-71.5796709293044
"1.18.5.19A",1,18,"5","19A",-16.4394346102379,-71.5799262259364
"1.18.5.29A",1,18,"5","29A",-16.4397664248278,-71.5804219766671
"1.18.5.30A",1,18,"5","30A",-16.4398232420065,-71.5804863896577
"1.18.5.31A",1,18,"5","31A",-16.4396929903304,-71.5805724299178
"1.18.5.37A",1,18,"5","37A",-16.4393943787279,-71.5808924630938
"1.18.5.55A",1,18,"5","55A",-16.4374964835222,-71.5810252566662
"1.18.5.60A",1,18,"5","60A",-16.4371823575959,-71.5809274512185
"1.18.5.67A",1,18,"5","67A",-16.4368305040132,-71.5807626879935
"1.18.6.219A",1,18,"6","219A",-16.435730505839,-71.5811914314512
"1.18.6.275A",1,18,"6","275A",-16.4351668275151,-71.5827203689026
"1.18.7.15A",1,18,"7","15A",-16.4344986696285,-71.5815907678204
"1.18.7A.1A",1,18,"7A","1A",-16.4328751369013,-71.5824514293018
"1.18.9A.50A",1,18,"9A","50A",-16.4275446423218,-71.5828976163462
"1.23.1.103A",1,23,"1","103A",-16.4230451347607,-71.6351489332228
"1.23.1.20A",1,23,"1","20A",-16.4260776198978,-71.6343052133831
"1.23.1.35A",1,23,"1","35A",-16.4251566263084,-71.635108953122
"1.23.1.61A",1,23,"1","61A",-16.4246015876309,-71.636002133384
"1.23.1.76A",1,23,"1","76A",-16.4239242134086,-71.6362253667743
"1.23.10.235A",1,23,"10","235A",-16.4489781023001,-71.6168168853552
"1.23.10.254A",1,23,"10","254A",-16.4487827260827,-71.61683490016
"1.23.10.346A",1,23,"10","346A",-16.4487318265724,-71.617448520732
"1.23.12.73A",1,23,"12","73A",-16.4492792864246,-71.6167573725574
"1.23.13.15A",1,23,"13","15A",-16.4496844002209,-71.6156364352975
"1.23.13.49A",1,23,"13","49A",-16.4509374186808,-71.6165167260076
"1.23.14.1A",1,23,"14","1A",-16.4511736650177,-71.6168740007313
"1.23.14.232A",1,23,"14","232A",-16.4519994213042,-71.6123472754637
"1.23.14.251A",1,23,"14","251A",-16.4525696625184,-71.611561497749
"1.23.14.255A",1,23,"14","255A",-16.4525675450542,-71.6156784013051
"1.23.14.65A",1,23,"14","65A",-16.4491959297723,-71.61351638663
"1.23.15.4A",1,23,"15","4A",-16.4526284322937,-71.6181709869551
"1.23.16.41A",1,23,"16","41A",-16.4544677505201,-71.6159402543152
"1.23.16.77A",1,23,"16","77A",-16.4542779595926,-71.6158240304159
"1.23.16.9A",1,23,"16","9A",-16.4559326845326,-71.6173990454881
"1.23.17.112A",1,23,"17","112A",-16.4538722219289,-71.6142834488436
"1.23.17.130A",1,23,"17","130A",-16.4530995895945,-71.6131020002295
"1.23.17.131A",1,23,"17","131A",-16.4530736522593,-71.6130004263121
"1.23.17.2A",1,23,"17","2A",-16.4531415146715,-71.6150753086489
"1.23.18.12A",1,23,"18","12A",-16.4541178312998,-71.6122038131415
"1.23.18.21A",1,23,"18","21A",-16.4547396242108,-71.6122269604636
"1.23.18.52A",1,23,"18","52A",-16.4556543886272,-71.612984382681
"1.23.18.76A",1,23,"18","76A",-16.4556804578354,-71.6119616656256
"1.23.18.78A",1,23,"18","78A",-16.4552785291294,-71.6119507029265
"1.23.18.94A",1,23,"18","94A",-16.4535687893446,-71.6105520392814
"1.23.2.22A",1,23,"2","22A",-16.425738551095,-71.6333702945826
"1.23.2.33A",1,23,"2","33A",-16.4248375854915,-71.63344270117
"1.23.2.34A",1,23,"2","34A",-16.4238079013372,-71.6344652481487
"1.23.2.35A",1,23,"2","35A",-16.424484705158,-71.633720743477
"1.23.2.36A",1,23,"2","36A",-16.4246477784001,-71.6336383869054
"1.23.2.45B",1,23,"2","45B",-16.4237560253839,-71.6342879347979
"1.23.2.45A",1,23,"2","45A",-16.4237560253839,-71.6342879347979
"1.23.2.45C",1,23,"2","45C",-16.4237560253839,-71.6342879347979
"1.23.22.27A",1,23,"22","27A",-16.4291082420402,-71.6703119207552
"1.23.27.11A",1,23,"27","11A",-16.4184630792794,-71.7010770806302
"1.23.3.25A",1,23,"3","25A",-16.4288840733137,-71.6320135106575
"1.23.3.5A",1,23,"3","5A",-16.4277681794236,-71.6325915582864
"1.23.30.16A",1,23,"30","16A",-16.399296863807,-71.7496753329143
"1.23.4.26A",1,23,"4","26A",-16.4420098923357,-71.6224434506363
"1.23.4.27A",1,23,"4","27A",-16.4414594316258,-71.6219995625856
"1.23.4.29A",1,23,"4","29A",-16.4411718117275,-71.622205465929
"1.23.4.37A",1,23,"4","37A",-16.4414961286533,-71.6221566477557
"1.23.4.57A",1,23,"4","57A",-16.4393485282532,-71.6241979312607
"1.23.4.64A",1,23,"4","64A",-16.4397449900619,-71.6242553837006
"1.23.4.68A",1,23,"4","68A",-16.4402875952021,-71.6242322810556
"1.23.5.66A",1,23,"5","66A",-16.4417370681214,-71.6248931786424
"1.23.9.137A",1,23,"9","137A",-16.4447181783096,-71.6186566634677
"1.23.9.171A",1,23,"9","171A",-16.4454814228937,-71.6185385599495
"1.23.9.38A",1,23,"9","38A",-16.4433681901118,-71.6209679892962
"1.23.9.50A",1,23,"9","50A",-16.4439033709328,-71.6212354390757
"1.23.9.6A",1,23,"9","6A",-16.4426514864594,-71.6211106362909
"1.23.9.93A",1,23,"9","93A",-16.4438579040028,-71.6200652422862
"1.23.9.94A",1,23,"9","94A",-16.4436339151023,-71.6198852999124
"1.24.1.108B",1,24,"1","108B",-16.4468865736522,-71.594419283087
"1.24.1.108A",1,24,"1","108A",-16.4468865736522,-71.594419283087
"1.24.1.143C",1,24,"1","143C",-16.4474230308621,-71.5903132546342
"1.24.1.143A",1,24,"1","143A",-16.4474230308621,-71.5903132546342
"1.24.1.143B",1,24,"1","143B",-16.4474230308621,-71.5903132546342
"1.24.1.175A",1,24,"1","175A",-16.4488066674861,-71.5903470965116
"1.24.1.184B",1,24,"1","184B",-16.448290433662,-71.590397244665
"1.24.1.184A",1,24,"1","184A",-16.448290433662,-71.590397244665
"1.24.1.184C",1,24,"1","184C",-16.448290433662,-71.590397244665
"1.24.1.195A",1,24,"1","195A",-16.4485636869504,-71.5909853860721
"1.24.1.216A",1,24,"1","216A",-16.4476936923273,-71.5910682665191
"1.24.1.272A",1,24,"1","272A",-16.4482931757298,-71.5925683705151
"1.24.1.291A",1,24,"1","291A",-16.4505100237857,-71.5988301686018
"1.24.1.297A",1,24,"1","297A",-16.4489714469384,-71.5934259229091
"1.24.1.297B",1,24,"1","297B",-16.4489714469384,-71.5934259229091
"1.24.1.298B",1,24,"1","298B",-16.4490887898271,-71.5933783778866
"1.24.1.298A",1,24,"1","298A",-16.4490887898271,-71.5933783778866
"1.24.1.344A",1,24,"1","344A",-16.4483576745685,-71.5921812815652
"1.24.1.433A",1,24,"1","433A",-16.4512414242647,-71.5926186409612
"1.24.1.438B",1,24,"1","438B",-16.4508971974055,-71.5926414003871
"1.24.1.438A",1,24,"1","438A",-16.4508971974055,-71.5926414003871
"1.24.1.45A",1,24,"1","45A",-16.4463735992848,-71.5971219202184
"1.24.1.479A",1,24,"1","479A",-16.4492166744329,-71.5915294675084
"1.24.1.482A",1,24,"1","482A",-16.4488602423364,-71.5916562613679
"1.24.1.512A",1,24,"1","512A",-16.4508924611806,-71.5921391278629
"1.24.1.570A",1,24,"1","570A",-16.4501482188271,-71.5911960398402
"1.24.1.595A",1,24,"1","595A",-16.449248458373,-71.5898121629858
"1.24.1.66A",1,24,"1","66A",-16.4469402419466,-71.5955276932458
"1.24.1.698A",1,24,"1","698A",-16.4463307573459,-71.5882830345861
"1.24.1.705A",1,24,"1","705A",-16.4459844085235,-71.587924713561
"1.24.1.708A",1,24,"1","708A",-16.4444965277352,-71.5869070376443
"1.24.1.709A",1,24,"1","709A",-16.4447070399584,-71.5869850679986
"1.24.1.710A",1,24,"1","710A",-16.4449989613193,-71.5870904102708
"1.24.1.717A",1,24,"1","717A",-16.4489866364529,-71.5897916115606
"1.24.1.841A",1,24,"1","841A",-16.4501306231012,-71.5873438015286
"1.24.1.852A",1,24,"1","852A",-16.4553576120816,-71.5841770506128
"1.24.1.883A",1,24,"1","883A",-16.4486080581775,-71.5855757748414
"1.24.1.898A",1,24,"1","898A",-16.4478083058305,-71.5844408149873
"1.24.1.912A",1,24,"1","912A",-16.448009896147,-71.5841965907423
"1.24.1.939A",1,24,"1","939A",-16.4484663241504,-71.583233447173
"1.24.10.134E",1,24,"10","134E",-16.430791967492,-71.6014626753939
"1.24.10.134B",1,24,"10","134B",-16.430791967492,-71.6014626753939
"1.24.10.134A",1,24,"10","134A",-16.430791967492,-71.6014626753939
"1.24.10.134H",1,24,"10","134H",-16.430791967492,-71.6014626753939
"1.24.10.134C",1,24,"10","134C",-16.430791967492,-71.6014626753939
"1.24.10.134G",1,24,"10","134G",-16.430791967492,-71.6014626753939
"1.24.10.134D",1,24,"10","134D",-16.430791967492,-71.6014626753939
"1.24.10.134F",1,24,"10","134F",-16.430791967492,-71.6014626753939
"1.24.10.180A",1,24,"10","180A",-16.4339920049823,-71.5996561874578
"1.24.10.183A",1,24,"10","183A",-16.4337594076965,-71.599236290168
"1.24.10.198A",1,24,"10","198A",-16.4344567692574,-71.5991822958904
"1.24.10.206A",1,24,"10","206A",-16.4346161876591,-71.5988155061522
"1.24.10.220A",1,24,"10","220A",-16.4353312447129,-71.599698803581
"1.24.10.221A",1,24,"10","221A",-16.4348687837066,-71.5996996772739
"1.24.10.227A",1,24,"10","227A",-16.4339639435352,-71.6002755437132
"1.24.10.25A",1,24,"10","25A",-16.4333011941492,-71.5984412734274
"1.24.10.48A",1,24,"10","48A",-16.4328069915975,-71.5994642880416
"1.24.10.87A",1,24,"10","87A",-16.4320089786635,-71.5993033727823
"1.24.11.114A",1,24,"11","114A",-16.4295021452556,-71.601929291954
"1.24.11.58A",1,24,"11","58A",-16.4290254762147,-71.6002296090846
"1.24.11.6A",1,24,"11","6A",-16.4303028734879,-71.6007002265011
"1.24.11.87A",1,24,"11","87A",-16.4288299925203,-71.6012422437038
"1.24.12.13D",1,24,"12","13D",-16.4553948000201,-71.5872433935646
"1.24.12.13A",1,24,"12","13A",-16.4553948000201,-71.5872433935646
"1.24.12.13B",1,24,"12","13B",-16.4553948000201,-71.5872433935646
"1.24.12.13C",1,24,"12","13C",-16.4553948000201,-71.5872433935646
"1.24.12.6A",1,24,"12","6A",-16.4560669624498,-71.5882446852664
"1.24.13.21A",1,24,"13","21A",-16.4425497900381,-71.6102685711453
"1.24.13.54A",1,24,"13","54A",-16.4431787567609,-71.6099088200198
"1.24.13.8A",1,24,"13","8A",-16.4399448623411,-71.6103437442332
"1.24.14.22A",1,24,"14","22A",-16.4443141087529,-71.5811363484611
"1.24.14.37A",1,24,"14","37A",-16.4449390191818,-71.578484998711
"1.24.14.43A",1,24,"14","43A",-16.4452835801161,-71.5781853234793
"1.24.14.7A",1,24,"14","7A",-16.4454606725223,-71.577604751557
"1.24.14.93A",1,24,"14","93A",-16.4448956215744,-71.5768611313634
"1.24.2.105A",1,24,"2","105A",-16.4428078522904,-71.5976947765308
"1.24.2.126A",1,24,"2","126A",-16.4441296670297,-71.5980394987251
"1.24.2.13A",1,24,"2","13A",-16.4424329692383,-71.5935784025305
"1.24.2.135A",1,24,"2","135A",-16.4431665921926,-71.5983621627858
"1.24.2.14A",1,24,"2","14A",-16.4423209949385,-71.5937559063205
"1.24.2.141A",1,24,"2","141A",-16.4438850937119,-71.5984223240216
"1.24.2.153A",1,24,"2","153A",-16.4439524241944,-71.5993034247852
"1.24.2.174A",1,24,"2","174A",-16.4430429992192,-71.5988425752294
"1.24.2.185A",1,24,"2","185A",-16.4422226658881,-71.5989065652293
"1.24.3.125A",1,24,"3","125A",-16.4410376113602,-71.6034801820002
"1.24.3.131A",1,24,"3","131A",-16.4416723369286,-71.6034960087271
"1.24.3.31A",1,24,"3","31A",-16.4422888482954,-71.601024306863
"1.24.3.78A",1,24,"3","78A",-16.4428637752957,-71.6036993642983
"1.24.3.80A",1,24,"3","80A",-16.4428535872366,-71.6031062987835
"1.24.3.80B",1,24,"3","80B",-16.4428535872366,-71.6031062987835
"1.24.3.99A",1,24,"3","99A",-16.4422257897809,-71.6033769635573
"1.24.4.115B",1,24,"4","115B",-16.4411733469599,-71.5996382212467
"1.24.4.115A",1,24,"4","115A",-16.4411733469599,-71.5996382212467
"1.24.4.115C",1,24,"4","115C",-16.4411733469599,-71.5996382212467
"1.24.4.115D",1,24,"4","115D",-16.4411733469599,-71.5996382212467
"1.24.5.106B",1,24,"5","106B",-16.4389322197702,-71.5954406457485
"1.24.5.106A",1,24,"5","106A",-16.4389322197702,-71.5954406457485
"1.24.5.111A",1,24,"5","111A",-16.4387257635119,-71.5958221468334
"1.24.5.148A",1,24,"5","148A",-16.4387049080592,-71.5971451381351
"1.24.5.159A",1,24,"5","159A",-16.4385936582732,-71.5975900131284
"1.24.5.160A",1,24,"5","160A",-16.4385756350567,-71.5975285087269
"1.24.5.195B",1,24,"5","195B",-16.440303305182,-71.5976671852667
"1.24.5.195C",1,24,"5","195C",-16.440303305182,-71.5976671852667
"1.24.5.195A",1,24,"5","195A",-16.440303305182,-71.5976671852667
"1.24.5.2A",1,24,"5","2A",-16.438952767048,-71.5949522452238
"1.24.5.215A",1,24,"5","215A",-16.439023090535,-71.5975173357779
"1.24.5.220A",1,24,"5","220A",-16.438959986615,-71.5980107753
"1.24.5.311A",1,24,"5","311A",-16.4387598138849,-71.5984097790282
"1.24.5.343D",1,24,"5","343D",-16.4390374851415,-71.6044116031867
"1.24.5.343C",1,24,"5","343C",-16.4390374851415,-71.6044116031867
"1.24.5.343B",1,24,"5","343B",-16.4390374851415,-71.6044116031867
"1.24.5.343A",1,24,"5","343A",-16.4390374851415,-71.6044116031867
"1.24.5.344A",1,24,"5","344A",-16.4391789269072,-71.5998954444292
"1.24.5.345A",1,24,"5","345A",-16.4390060937713,-71.5993389928947
"1.24.5.368A",1,24,"5","368A",-16.4388276621915,-71.5992620064369
"1.24.5.369A",1,24,"5","369A",-16.4383416256937,-71.598702333983
"1.24.5.369B",1,24,"5","369B",-16.4383416256937,-71.598702333983
"1.24.5.378A",1,24,"5","378A",-16.4373928228861,-71.5986250742592
"1.24.5.4A",1,24,"5","4A",-16.4390129350337,-71.5946980530126
"1.24.5.40A",1,24,"5","40A",-16.4399573508147,-71.5955352117767
"1.24.5.419A",1,24,"5","419A",-16.436770917485,-71.5973665433128
"1.24.5.438A",1,24,"5","438A",-16.4377058557063,-71.5976664249176
"1.24.5.443A",1,24,"5","443A",-16.4370495241021,-71.5975002421128
"1.24.5.457B",1,24,"5","457B",-16.4372574012503,-71.5989033693378
"1.24.5.457A",1,24,"5","457A",-16.4372574012503,-71.5989033693378
"1.24.5.467A",1,24,"5","467A",-16.4362506240926,-71.5977097728088
"1.24.5.470A",1,24,"5","470A",-16.4364373506748,-71.5980359060944
"1.24.5.479A",1,24,"5","479A",-16.4361743271447,-71.5979489976023
"1.24.5.485A",1,24,"5","485A",-16.4360440191774,-71.5982451737818
"1.24.5.500A",1,24,"5","500A",-16.4362751505008,-71.5989615935567
"1.24.5.507A",1,24,"5","507A",-16.4357740636832,-71.5982201880055
"1.24.5.523A",1,24,"5","523A",-16.4372675938024,-71.5991135879632
"1.24.5.540A",1,24,"5","540A",-16.4354582624744,-71.59876417148
"1.24.5.543A",1,24,"5","543A",-16.4354269406427,-71.597909383537
"1.24.5.544A",1,24,"5","544A",-16.4355648532758,-71.5978204885647
"1.24.5.557A",1,24,"5","557A",-16.4382156207833,-71.5960533654965
"1.24.5.76A",1,24,"5","76A",-16.439466564236,-71.5957266954698
"1.24.6.42A",1,24,"6","42A",-16.4399338811837,-71.5932584299546
"1.24.6.43A",1,24,"6","43A",-16.4400728551311,-71.5933205239388
"1.24.6.9A",1,24,"6","9A",-16.4409664131149,-71.5932763652255
"1.24.7.65A",1,24,"7","65A",-16.4404089592643,-71.5914089678785
"1.24.7.65B",1,24,"7","65B",-16.4404089592643,-71.5914089678785
"1.24.8.170A",1,24,"8","170A",-16.4415237281615,-71.5896680778325
"1.24.8.171A",1,24,"8","171A",-16.4414270650998,-71.5896460198948
"1.24.8.36A",1,24,"8","36A",-16.4413006056477,-71.5867006033685
"1.24.8.65A",1,24,"8","65A",-16.4404175875824,-71.5859130445067
"1.24.9.10A",1,24,"9","10A",-16.4419167605121,-71.586360577697
"1.24.9.18A",1,24,"9","18A",-16.4401232188674,-71.5852088638912
"1.24.9.2A",1,24,"9","2A",-16.4422726834259,-71.5861762787221
"1.24.9.20A",1,24,"9","20A",-16.4407384428747,-71.5847783193796
"1.25.1.100A",1,25,"1","100A",-16.4316124858425,-71.5360323397145
"1.25.1.131A",1,25,"1","131A",-16.4316289351084,-71.5367687955765
"1.25.1.144A",1,25,"1","144A",-16.4311692462937,-71.5370810799127
"1.25.1.2A",1,25,"1","2A",-16.4301485460404,-71.535939752579
"1.25.1.310A",1,25,"1","310A",-16.4333452779348,-71.5390144392081
"1.25.1.316A",1,25,"1","316A",-16.4327086431853,-71.5394914419972
"1.25.1.332A",1,25,"1","332A",-16.4337610850683,-71.5394760654933
"1.25.1.341A",1,25,"1","341A",-16.4355255420095,-71.5411937189609
"1.25.1.366A",1,25,"1","366A",-16.4346275304704,-71.539356470165
"1.25.1.368A",1,25,"1","368A",-16.4347992747776,-71.5394176200933
"1.25.1.382A",1,25,"1","382A",-16.4357494248521,-71.5401073286687
"1.25.1.4A",1,25,"1","4A",-16.4301971387496,-71.5356770914637
"1.25.1.405A",1,25,"1","405A",-16.4370775666985,-71.5394699799864
"1.25.1.441A",1,25,"1","441A",-16.4365412406646,-71.5372636896537
"1.25.1.518A",1,25,"1","518A",-16.436116556478,-71.5394077415721
"1.25.1.560A",1,25,"1","560A",-16.4354075407741,-71.5381107503755
"1.25.1.614A",1,25,"1","614A",-16.4349566721897,-71.5379806596364
"1.25.1.631A",1,25,"1","631A",-16.435199419192,-71.5393619648709
"1.25.1.743A",1,25,"1","743A",-16.4336819913008,-71.5386723235108
"1.25.1.798A",1,25,"1","798A",-16.4329352613382,-71.5374219574108
"1.25.1.818A",1,25,"1","818A",-16.4331839628775,-71.5384531507845
"1.25.1.820A",1,25,"1","820A",-16.4330602479007,-71.538472190852
"1.25.1.84A",1,25,"1","84A",-16.4308813461549,-71.5356710975882
"1.25.1.844A",1,25,"1","844A",-16.4325323736895,-71.5369941540296
"1.25.1.844B",1,25,"1","844B",-16.4325323736895,-71.5369941540296
"1.25.1.860A",1,25,"1","860A",-16.4328029299288,-71.5363835414148
"1.25.1.878A",1,25,"1","878A",-16.4330862168941,-71.5360447722042
"1.25.1.878B",1,25,"1","878B",-16.4330862168941,-71.5360447722042
"1.25.1.886A",1,25,"1","886A",-16.4334984446756,-71.5365170041918
"1.25.1.917A",1,25,"1","917A",-16.4347082441065,-71.5365234613011
"1.25.10.136A",1,25,"10","136A",-16.4532139635526,-71.5295585488715
"1.25.10.182A",1,25,"10","182A",-16.4540813245552,-71.5283687147006
"1.25.10.188A",1,25,"10","188A",-16.4547453793635,-71.5294152556492
"1.25.10.203A",1,25,"10","203A",-16.4538589510066,-71.5297041834032
"1.25.10.24A",1,25,"10","24A",-16.4512460011437,-71.5306430195758
"1.25.10.244A",1,25,"10","244A",-16.4542542931659,-71.5306517615705
"1.25.10.277A",1,25,"10","277A",-16.4532520653836,-71.531214199889
"1.25.10.281A",1,25,"10","281A",-16.4527228090395,-71.5313976032135
"1.25.10.287A",1,25,"10","287A",-16.4531416774693,-71.530792702068
"1.25.10.293A",1,25,"10","293A",-16.4536229241755,-71.5304876936867
"1.25.10.57A",1,25,"10","57A",-16.4523997541153,-71.5297920619282
"1.25.12.85A",1,25,"12","85A",-16.4496453709231,-71.521934349981
"1.25.13.183A",1,25,"13","183A",-16.4478349051735,-71.5237068779453
"1.25.13.71A",1,25,"13","71A",-16.4488798613502,-71.5249830619114
"1.25.14.1A",1,25,"14","1A",-16.4620890347565,-71.5269784653362
"1.25.14.35A",1,25,"14","35A",-16.4618522001729,-71.5251499981997
"1.25.14.56A",1,25,"14","56A",-16.4624992099834,-71.5244682170769
"1.25.14.57A",1,25,"14","57A",-16.4627001707947,-71.5244475425677
"1.25.16.21A",1,25,"16","21A",-16.4571873175062,-71.5160624279876
"1.25.17.111A",1,25,"17","111A",-16.4578783853828,-71.5390340718159
"1.25.17.117A",1,25,"17","117A",-16.4574178138976,-71.539315005441
"1.25.17.35A",1,25,"17","35A",-16.458761077547,-71.5403385441332
"1.25.17.5B",1,25,"17","5B",-16.4608830596786,-71.5408971701638
"1.25.17.5A",1,25,"17","5A",-16.4608830596786,-71.5408971701638
"1.25.17.55A",1,25,"17","55A",-16.4573254543456,-71.539818305674
"1.25.17.61A",1,25,"17","61A",-16.456832558669,-71.5398001790837
"1.25.17.7B",1,25,"17","7B",-16.461003092803,-71.541459198534
"1.25.17.7A",1,25,"17","7A",-16.461003092803,-71.541459198534
"1.25.18.14A",1,25,"18","14A",-16.4565963306643,-71.5391767022709
"1.25.18.21A",1,25,"18","21A",-16.4562295844234,-71.5389806141264
"1.25.19.6A",1,25,"19","6A",-16.4558005,-71.53779153
"1.25.2.107A",1,25,"2","107A",-16.4365864322559,-71.5353393154204
"1.25.2.139A",1,25,"2","139A",-16.4365684819859,-71.5349028701614
"1.25.2.171A",1,25,"2","171A",-16.4355657426067,-71.5338703493967
"1.25.2.2A",1,25,"2","2A",-16.4369012195882,-71.5360698198561
"1.25.2.3A",1,25,"2","3A",-16.4372138472308,-71.5371415373169
"1.25.2.33A",1,25,"2","33A",-16.436402482598,-71.5362322902369
"1.25.2.9A",1,25,"2","9A",-16.4369087025434,-71.5362343181436
"1.25.20.63A",1,25,"20","63A",-16.4551539738855,-71.5360582722531
"1.25.20.67A",1,25,"20","67A",-16.45476627528,-71.5360357254841
"1.25.21.113A",1,25,"21","113A",-16.4540245627935,-71.537083011038
"1.25.21.148A",1,25,"21","148A",-16.4535358635754,-71.5360809715718
"1.25.21.176A",1,25,"21","176A",-16.4524937578721,-71.5362992512653
"1.25.21.20A",1,25,"21","20A",-16.4543381864886,-71.5376219531878
"1.25.21.204A",1,25,"21","204A",-16.4522281984975,-71.5366190354454
"1.25.21.211A",1,25,"21","211A",-16.4517073685823,-71.536499815508
"1.25.21.216A",1,25,"21","216A",-16.4513480260812,-71.536043717502
"1.25.21.234A",1,25,"21","234A",-16.4536223547853,-71.5348500460868
"1.25.21.265A",1,25,"21","265A",-16.451554659769,-71.5356439556559
"1.25.21.27A",1,25,"21","27A",-16.4548616132813,-71.5369807196582
"1.25.21.318A",1,25,"21","318A",-16.4490492687341,-71.5368931716003
"1.25.21.330A",1,25,"21","330A",-16.4488008261567,-71.5368764474935
"1.25.21.335A",1,25,"21","335A",-16.4486183475017,-71.5372851633879
"1.25.21.372A",1,25,"21","372A",-16.4491758085092,-71.5371183277077
"1.25.21.374A",1,25,"21","374A",-16.4493060305873,-71.5369991122826
"1.25.21.384A",1,25,"21","384A",-16.4497606995835,-71.5372612426949
"1.25.21.387A",1,25,"21","387A",-16.4496036589041,-71.5374138294905
"1.25.21.475A",1,25,"21","475A",-16.4487606378475,-71.5386180688991
"1.25.21.478A",1,25,"21","478A",-16.4494125575865,-71.5388460611483
"1.25.21.494A",1,25,"21","494A",-16.4502013840461,-71.5390560253921
"1.25.21.532A",1,25,"21","532A",-16.4515286203959,-71.5398835888658
"1.25.21.533A",1,25,"21","533A",-16.4514258566748,-71.5398693942633
"1.25.21.558A",1,25,"21","558A",-16.4507342008768,-71.5387857260318
"1.25.21.569A",1,25,"21","569A",-16.4516360681047,-71.5387253536451
"1.25.21.588A",1,25,"21","588A",-16.4518977371816,-71.5377403141526
"1.25.21.593A",1,25,"21","593A",-16.4523217176275,-71.5377793092347
"1.25.21.62A",1,25,"21","62A",-16.4531513471647,-71.5382610989013
"1.25.21.620A",1,25,"21","620A",-16.4525243589153,-71.5386816831011
"1.25.21.647B",1,25,"21","647B",-16.4563877845531,-71.5422685920826
"1.25.21.647A",1,25,"21","647A",-16.4563877845531,-71.5422685920826
"1.25.21.661A",1,25,"21","661A",-16.4553232340721,-71.5427490584903
"1.25.21.710A",1,25,"21","710A",-16.4507800069181,-71.5400879224181
"1.25.21.722A",1,25,"21","722A",-16.449603995829,-71.5398091177207
"1.25.21.745A",1,25,"21","745A",-16.4482272956978,-71.5369047298562
"1.25.21.80A",1,25,"21","80A",-16.453602911588,-71.5381318522016
"1.25.22.11A",1,25,"22","11A",-16.4489766900916,-71.5329993563846
"1.25.22.252A",1,25,"22","252A",-16.4494628621965,-71.5344689107455
"1.25.22.290A",1,25,"22","290A",-16.4491287970757,-71.5358713657705
"1.25.22.304A",1,25,"22","304A",-16.448068513275,-71.5362482886382
"1.25.22.63A",1,25,"22","63A",-16.4477183888084,-71.5322353317586
"1.25.22.83A",1,25,"22","83A",-16.4478783263443,-71.5327066038959
"1.25.25.1A",1,25,"25","1A",-16.4764774752908,-71.5260636791111
"1.25.25.14A",1,25,"25","14A",-16.4811328009601,-71.52485815494
"1.25.25.140A",1,25,"25","140A",-16.4888016878794,-71.5210821287324
"1.25.25.17A",1,25,"25","17A",-16.4824662796931,-71.5250437715497
"1.25.25.172A",1,25,"25","172A",-16.4864673851442,-71.5191712050642
"1.25.25.173A",1,25,"25","173A",-16.4865665273076,-71.5190126656878
"1.25.25.234A",1,25,"25","234A",-16.4884038630011,-71.5227097043902
"1.25.25.234B",1,25,"25","234B",-16.4884038630011,-71.5227097043902
"1.25.25.238A",1,25,"25","238A",-16.4879171324441,-71.5226023219905
"1.25.25.241A",1,25,"25","241A",-16.4878612858117,-71.521565636167
"1.25.25.25A",1,25,"25","25A",-16.4850614219841,-71.5206069669555
